
166 -3683.79130596 316816381.623
167 -3705.31376137 14.7925361843
168 -3685.08148124 365849690.556
169 -3706.79487076 72926715.0935
170 -3717.9972773 12.4921951741
171 -3796.3812843 nan
172 -3751.5778984 17.0814567776
173 -3693.41892556 265662103.865
174 -3586.79956022 nan
175 -3720.33142501 0.982004201257
176 -3717.68297753 0.413336254902
166 -3683.79130596 316816381.623
167 -3705.31376137 14.7925361843
168 -3685.08148124 365849690.556
169 -3706.79487076 72926715.0935
170 -3717.9972773 12.4921951741
171 -3796.3812843 nan
172 -3751.5778984 17.0814567776
173 -3693.41892556 265662103.865
174 -3586.79956022 nan
175 -3720.33142501 0.982004201257
176 -3717.68297753 0.413336254902
